database_name	schema_name	function_name	function_type	return_type	parameters	parameter_types	varargs	macro_definition	has_side_effects	internal	description	function_oid
system	main	date_sub	scalar	BIGINT	part|startdate|enddate	VARCHAR|TIMESTAMP WITH TIME ZONE|TIMESTAMP WITH TIME ZONE			false	true	The number of complete partitions between the timestamps	1925
system	main	date_sub	scalar	BIGINT	part|startdate|enddate	VARCHAR|TIMESTAMP|TIMESTAMP			false	true	The number of complete partitions between the timestamps	1925
system	main	date_sub	scalar	BIGINT	part|startdate|enddate	VARCHAR|TIME|TIME			false	true	The number of complete partitions between the timestamps	1925
system	main	date_sub	scalar	BIGINT	part|startdate|enddate	VARCHAR|DATE|DATE			false	true	The number of complete partitions between the timestamps	1925
system	main	date_trunc	scalar	INTERVAL	part|timestamp	VARCHAR|INTERVAL			false	true	Truncate to specified precision	1929
system	main	date_trunc	scalar	TIMESTAMP	part|timestamp	VARCHAR|DATE			false	true	Truncate to specified precision	1929
system	main	date_trunc	scalar	TIMESTAMP WITH TIME ZONE	part|timestamp	VARCHAR|TIMESTAMP WITH TIME ZONE			false	true	Truncate to specified precision	1929
system	main	date_trunc	scalar	TIMESTAMP	part|timestamp	VARCHAR|TIMESTAMP			false	true	Truncate to specified precision	1929
system	main	datediff	scalar	BIGINT	part|startdate|enddate	VARCHAR|DATE|DATE			false	true	The number of partition boundaries between the timestamps	1928
system	main	datediff	scalar	BIGINT	part|startdate|enddate	VARCHAR|TIME|TIME			false	true	The number of partition boundaries between the timestamps	1928
system	main	datediff	scalar	BIGINT	part|startdate|enddate	VARCHAR|TIMESTAMP|TIMESTAMP			false	true	The number of partition boundaries between the timestamps	1928
system	main	datediff	scalar	BIGINT	part|startdate|enddate	VARCHAR|TIMESTAMP WITH TIME ZONE|TIMESTAMP WITH TIME ZONE			false	true	The number of partition boundaries between the timestamps	1928
system	main	datepart	scalar	BIGINT	ts|col1	VARCHAR|TIME WITH TIME ZONE			false	true	Get subfield (equivalent to extract)	1924
system	main	datepart	scalar	STRUCT()	ts|col1	VARCHAR[]|TIME_NS			false	true	Get subfield (equivalent to extract)	1924
system	main	datepart	scalar	BIGINT	ts|col1	VARCHAR|TIME_NS			false	true	Get subfield (equivalent to extract)	1924
system	main	datepart	scalar	STRUCT()	ts|col1	VARCHAR[]|TIMESTAMP WITH TIME ZONE			false	true	Get subfield (equivalent to extract)	1924
system	main	datepart	scalar	BIGINT	ts|col1	VARCHAR|TIMESTAMP WITH TIME ZONE			false	true	Get subfield (equivalent to extract)	1924
system	main	datepart	scalar	STRUCT()	ts|col1	VARCHAR[]|DATE			false	true	Get subfield (equivalent to extract)	1924
system	main	datepart	scalar	STRUCT()	ts|col1	VARCHAR[]|INTERVAL			false	true	Get subfield (equivalent to extract)	1924
system	main	datepart	scalar	STRUCT()	ts|col1	VARCHAR[]|TIME			false	true	Get subfield (equivalent to extract)	1924
system	main	datepart	scalar	STRUCT()	ts|col1	VARCHAR[]|TIMESTAMP			false	true	Get subfield (equivalent to extract)	1924
system	main	datepart	scalar	STRUCT()	ts|col1	VARCHAR[]|TIME WITH TIME ZONE			false	true	Get subfield (equivalent to extract)	1924
system	main	datepart	scalar	BIGINT	ts|col1	VARCHAR|DATE			false	true	Get subfield (equivalent to extract)	1924
system	main	datepart	scalar	BIGINT	ts|col1	VARCHAR|INTERVAL			false	true	Get subfield (equivalent to extract)	1924
system	main	datepart	scalar	BIGINT	ts|col1	VARCHAR|TIME			false	true	Get subfield (equivalent to extract)	1924
system	main	datepart	scalar	BIGINT	ts|col1	VARCHAR|TIMESTAMP			false	true	Get subfield (equivalent to extract)	1924
system	main	datesub	scalar	BIGINT	part|startdate|enddate	VARCHAR|TIMESTAMP WITH TIME ZONE|TIMESTAMP WITH TIME ZONE			false	true	The number of complete partitions between the timestamps	1926
system	main	datesub	scalar	BIGINT	part|startdate|enddate	VARCHAR|DATE|DATE			false	true	The number of complete partitions between the timestamps	1926
system	main	datesub	scalar	BIGINT	part|startdate|enddate	VARCHAR|TIME|TIME			false	true	The number of complete partitions between the timestamps	1926
system	main	datesub	scalar	BIGINT	part|startdate|enddate	VARCHAR|TIMESTAMP|TIMESTAMP			false	true	The number of complete partitions between the timestamps	1926
system	main	datetrunc	scalar	INTERVAL	part|timestamp	VARCHAR|INTERVAL			false	true	Truncate to specified precision	1930
system	main	datetrunc	scalar	TIMESTAMP WITH TIME ZONE	part|timestamp	VARCHAR|TIMESTAMP WITH TIME ZONE			false	true	Truncate to specified precision	1930
system	main	datetrunc	scalar	TIMESTAMP	part|timestamp	VARCHAR|TIMESTAMP			false	true	Truncate to specified precision	1930
system	main	datetrunc	scalar	TIMESTAMP	part|timestamp	VARCHAR|DATE			false	true	Truncate to specified precision	1930
system	main	day	scalar	BIGINT	ts	TIMESTAMP WITH TIME ZONE			false	true	Extract the day component from a date or timestamp	1896
system	main	day	scalar	BIGINT	ts	TIMESTAMP			false	true	Extract the day component from a date or timestamp	1896
system	main	day	scalar	BIGINT	ts	INTERVAL			false	true	Extract the day component from a date or timestamp	1896
system	main	day	scalar	BIGINT	ts	DATE			false	true	Extract the day component from a date or timestamp	1896
system	main	dayname	scalar	VARCHAR	ts	TIMESTAMP WITH TIME ZONE			false	true	The (English) name of the weekday	1922
system	main	dayname	scalar	VARCHAR	ts	DATE			false	true	The (English) name of the weekday	1922
system	main	dayname	scalar	VARCHAR	ts	TIMESTAMP			false	true	The (English) name of the weekday	1922
system	main	dayofmonth	scalar	BIGINT	ts	TIMESTAMP			false	true	Extract the dayofmonth component from a date or timestamp	1917
system	main	dayofmonth	scalar	BIGINT	ts	DATE			false	true	Extract the dayofmonth component from a date or timestamp	1917
system	main	dayofmonth	scalar	BIGINT	ts	INTERVAL			false	true	Extract the dayofmonth component from a date or timestamp	1917
system	main	dayofmonth	scalar	BIGINT	ts	TIMESTAMP WITH TIME ZONE			false	true	Extract the dayofmonth component from a date or timestamp	1917
system	main	dayofweek	scalar	BIGINT	ts	DATE			false	true	Extract the dayofweek component from a date or timestamp	1905
system	main	dayofweek	scalar	BIGINT	ts	INTERVAL			false	true	Extract the dayofweek component from a date or timestamp	1905
system	main	dayofweek	scalar	BIGINT	ts	TIMESTAMP WITH TIME ZONE			false	true	Extract the dayofweek component from a date or timestamp	1905
system	main	dayofweek	scalar	BIGINT	ts	TIMESTAMP			false	true	Extract the dayofweek component from a date or timestamp	1905
system	main	dayofyear	scalar	BIGINT	ts	DATE			false	true	Extract the dayofyear component from a date or timestamp	1908
system	main	dayofyear	scalar	BIGINT	ts	INTERVAL			false	true	Extract the dayofyear component from a date or timestamp	1908
system	main	dayofyear	scalar	BIGINT	ts	TIMESTAMP			false	true	Extract the dayofyear component from a date or timestamp	1908
system	main	dayofyear	scalar	BIGINT	ts	TIMESTAMP WITH TIME ZONE			false	true	Extract the dayofyear component from a date or timestamp	1908
system	main	days_in_month	macro		date			"day"(last_day(date))		true		2108
system	main	decade	scalar	BIGINT	ts	DATE			false	true	Extract the decade component from a date or timestamp	1897
system	main	decade	scalar	BIGINT	ts	INTERVAL			false	true	Extract the decade component from a date or timestamp	1897
system	main	decade	scalar	BIGINT	ts	TIMESTAMP			false	true	Extract the decade component from a date or timestamp	1897
system	main	decade	scalar	BIGINT	ts	TIMESTAMP WITH TIME ZONE			false	true	Extract the decade component from a date or timestamp	1897
system	main	decode	scalar	VARCHAR	blob|varchar	BLOB|VARCHAR			false	true	Converts `blob` to `VARCHAR`. Invalid UTF-8 is handled based on the error behavior argument. Can be 'strict' (default, fail), 'replace' to replace invalid characters with '?', or 'ignore' to skip invalid characters.	828
system	main	decode	scalar	VARCHAR	blob	BLOB			false	true	Converts `blob` to `VARCHAR`. Invalid UTF-8 is handled based on the error behavior argument. Can be 'strict' (default, fail), 'replace' to replace invalid characters with '?', or 'ignore' to skip invalid characters.	828
system	main	degrees	scalar	DOUBLE	x	DOUBLE			false	true	Converts radians to degrees	830
system	main	dense_rank	aggregate	BIGINT					false	true		0
system	main	disable_checkpoint_on_shutdown	pragma							true		218
system	main	disable_logging	table							true		82
system	main	disable_object_cache	pragma							true		200
system	main	disable_optimizer	pragma							true		204
system	main	disable_print_progress_bar	pragma							true		214
system	main	disable_profile	pragma							true		174
system	main	disable_profiling	table							true		88
system	main	disable_profiling	pragma							true		176
system	main	disable_progress_bar	pragma							true		210
system	main	disable_verification	pragma							true		180
system	main	disable_verify_external	pragma							true		184
system	main	disable_verify_fetch_row	pragma							true		188
system	main	disable_verify_parallelism	pragma							true		196
system	main	disable_verify_serializer	pragma							true		192
system	main	divide	scalar	UHUGEINT	col0|col1	UHUGEINT|UHUGEINT			false	true		430
system	main	divide	scalar	UBIGINT	col0|col1	UBIGINT|UBIGINT			false	true		430
system	main	divide	scalar	UINTEGER	col0|col1	UINTEGER|UINTEGER			false	true		430
system	main	divide	scalar	UTINYINT	col0|col1	UTINYINT|UTINYINT			false	true		430
system	main	divide	scalar	DOUBLE	col0|col1	DOUBLE|DOUBLE			false	true		430
system	main	divide	scalar	FLOAT	col0|col1	FLOAT|FLOAT			false	true		430
system	main	divide	scalar	HUGEINT	col0|col1	HUGEINT|HUGEINT			false	true		430
system	main	divide	scalar	BIGINT	col0|col1	BIGINT|BIGINT			false	true		430
system	main	divide	scalar	INTEGER	col0|col1	INTEGER|INTEGER			false	true		430
system	main	divide	scalar	SMALLINT	col0|col1	SMALLINT|SMALLINT			false	true		430
system	main	divide	scalar	USMALLINT	col0|col1	USMALLINT|USMALLINT			false	true		430
system	main	divide	scalar	TINYINT	col0|col1	TINYINT|TINYINT			false	true		430
system	main	duckdb_approx_database_count	table							true		24
system	main	duckdb_columns	table							true		26
system	main	duckdb_connection_count	table							true		22
system	main	duckdb_constraints	table							true		28
system	main	duckdb_coordinate_systems	table							true		30
system	main	duckdb_databases	table							true		32
system	main	duckdb_dependencies	table							true		48
system	main	duckdb_extensions	table							true		50
system	main	duckdb_external_file_cache	table							true		54
system	main	duckdb_functions	table							true		34
system	main	duckdb_indexes	table							true		44
system	main	duckdb_keywords	table							true		36
system	main	duckdb_log_contexts	table							true		42
system	main	duckdb_logs	table		denormalized_table	BOOLEAN				true		40
system	main	duckdb_logs_parsed	table_macro		log_type			SELECT * EXCLUDE (message), unnest(parse_duckdb_log_message(log_type, message)) FROM duckdb_logs((denormalized_table = 1)) WHERE ("type" ~~* log_type)		true		2116
system	main	duckdb_memory	table							true		52
system	main	duckdb_optimizers	table							true		56
system	main	duckdb_prepared_statements	table							true		38
system	main	duckdb_profiling_settings	table_macro					SELECT * EXCLUDE (aliases, "scope", input_type) FROM duckdb_settings() WHERE ("name" IN ('enable_profiling', 'profiling_coverage', 'profiling_output', 'profiling_mode', 'custom_profiling_settings'))		true		2117
system	main	duckdb_schemas	table							true		46
system	main	duckdb_secret_types	table							true		62
system	main	duckdb_secrets	table		redact	BOOLEAN				true		58
system	main	duckdb_sequences	table							true		64
system	main	duckdb_settings	table							true		66
system	main	duckdb_table_sample	table		col0	VARCHAR				true		70
system	main	duckdb_tables	table							true		68
system	main	duckdb_temporary_files	table							true		72
system	main	duckdb_types	table							true		74
system	main	duckdb_variables	table							true		76
system	main	duckdb_views	table							true		78
system	main	editdist3	scalar	BIGINT	s1|s2	VARCHAR|VARCHAR			false	true	The minimum number of single-character edits (insertions, deletions or substitutions) required to change one string to the other. Characters of different cases (e.g., `a` and `A`) are considered different.	832
system	main	element_at	scalar	V[]	map|key	MAP(K, V)|K			false	true	Returns a list containing the value for a given key or an empty list if the key is not contained in the map. The type of the key provided in the second parameter must match the type of the map’s keys else an error is returned	834
system	main	enable_checkpoint_on_shutdown	pragma							true		216
system	main	enable_logging	table		level|storage|storage_config|storage_path|storage_normalize|storage_buffer_size	VARCHAR|VARCHAR|ANY|VARCHAR|BOOLEAN|UBIGINT	ANY			true		80
system	main	enable_object_cache	pragma							true		198
system	main	enable_optimizer	pragma							true		202
system	main	enable_print_progress_bar	pragma							true		212
system	main	enable_profile	pragma							true		170
system	main	enable_profiling	table		format|coverage|save_location|mode|metrics	VARCHAR|VARCHAR|VARCHAR|VARCHAR|ANY	VARCHAR[]			true		86
system	main	enable_profiling	pragma							true		172
system	main	enable_progress_bar	pragma							true		208
system	main	enable_verification	pragma							true		178
system	main	encode	scalar	BLOB	string	VARCHAR			false	true	Converts the `string` to `BLOB`. Converts UTF-8 characters into literal encoding.	836
system	main	ends_with	scalar	BOOLEAN	string|search_string	VARCHAR|VARCHAR			false	true	Returns `true` if `string` ends with `search_string`.	432
system	main	entropy	aggregate	DOUBLE	x	ANY			false	true	Returns the log-2 entropy of count input-values.	838
system	main	enum_code	scalar	ANY	enum	ANY			false	true	Returns the numeric value backing the given enum value	840
system	main	enum_first	scalar	VARCHAR	enum	ANY			false	true	Returns the first value of the input enum type	842
system	main	enum_last	scalar	VARCHAR	enum	ANY			false	true	Returns the last value of the input enum type	844
system	main	enum_range	scalar	VARCHAR[]	enum	ANY			false	true	Returns all values of the input enum type as an array	846
system	main	enum_range_boundary	scalar	VARCHAR[]	start|end	ANY|ANY			false	true	Returns the range between the two given enum values as an array. The values must be of the same enum type. When the first parameter is NULL, the result starts with the first value of the enum type. When the second parameter is NULL, the result ends with the last value of the enum type	848
system	main	epoch	scalar	DOUBLE	temporal	DATE			false	true	Extract the epoch component from a temporal type	1914
system	main	epoch	scalar	DOUBLE	temporal	INTERVAL			false	true	Extract the epoch component from a temporal type	1914
system	main	epoch	scalar	DOUBLE	temporal	TIME			false	true	Extract the epoch component from a temporal type	1914
system	main	epoch	scalar	DOUBLE	temporal	TIMESTAMP			false	true	Extract the epoch component from a temporal type	1914
system	main	epoch	scalar	DOUBLE	temporal	TIME WITH TIME ZONE			false	true	Extract the epoch component from a temporal type	1914
system	main	epoch	scalar	DOUBLE	temporal	TIME_NS			false	true	Extract the epoch component from a temporal type	1914
system	main	epoch	scalar	DOUBLE	temporal	TIMESTAMP WITH TIME ZONE			false	true	Extract the epoch component from a temporal type	1914
system	main	epoch_ms	scalar	BIGINT	temporal	DATE			false	true	Extract the epoch component in milliseconds from a temporal type	851
system	main	epoch_ms	scalar	BIGINT	temporal	TIMESTAMP			false	true	Extract the epoch component in milliseconds from a temporal type	851
system	main	epoch_ms	scalar	BIGINT	temporal	INTERVAL			false	true	Extract the epoch component in milliseconds from a temporal type	851
system	main	epoch_ms	scalar	BIGINT	temporal	TIME			false	true	Extract the epoch component in milliseconds from a temporal type	851
system	main	epoch_ms	scalar	BIGINT	temporal	TIME_NS			false	true	Extract the epoch component in milliseconds from a temporal type	851
system	main	epoch_ms	scalar	BIGINT	temporal	TIME WITH TIME ZONE			false	true	Extract the epoch component in milliseconds from a temporal type	851
system	main	epoch_ms	scalar	BIGINT	temporal	TIMESTAMP WITH TIME ZONE			false	true	Extract the epoch component in milliseconds from a temporal type	851
system	main	epoch_ms	scalar	TIMESTAMP	temporal	BIGINT			false	true	Extract the epoch component in milliseconds from a temporal type	851
system	main	epoch_ns	scalar	BIGINT	temporal	DATE			false	true	Extract the epoch component in nanoseconds from a temporal type	853
system	main	epoch_ns	scalar	BIGINT	temporal	TIMESTAMP			false	true	Extract the epoch component in nanoseconds from a temporal type	853
system	main	epoch_ns	scalar	BIGINT	temporal	INTERVAL			false	true	Extract the epoch component in nanoseconds from a temporal type	853
system	main	epoch_ns	scalar	BIGINT	temporal	TIME			false	true	Extract the epoch component in nanoseconds from a temporal type	853
system	main	epoch_ns	scalar	BIGINT	temporal	TIME_NS			false	true	Extract the epoch component in nanoseconds from a temporal type	853
system	main	epoch_ns	scalar	BIGINT	temporal	TIME WITH TIME ZONE			false	true	Extract the epoch component in nanoseconds from a temporal type	853
system	main	epoch_ns	scalar	BIGINT	temporal	TIMESTAMP WITH TIME ZONE			false	true	Extract the epoch component in nanoseconds from a temporal type	853
system	main	epoch_ns	scalar	BIGINT	temporal	TIMESTAMP_NS			false	true	Extract the epoch component in nanoseconds from a temporal type	853
system	main	epoch_us	scalar	BIGINT	temporal	DATE			false	true	Extract the epoch component in microseconds from a temporal type	855
system	main	epoch_us	scalar	BIGINT	temporal	TIMESTAMP			false	true	Extract the epoch component in microseconds from a temporal type	855
system	main	epoch_us	scalar	BIGINT	temporal	INTERVAL			false	true	Extract the epoch component in microseconds from a temporal type	855
system	main	epoch_us	scalar	BIGINT	temporal	TIME			false	true	Extract the epoch component in microseconds from a temporal type	855
system	main	epoch_us	scalar	BIGINT	temporal	TIME_NS			false	true	Extract the epoch component in microseconds from a temporal type	855
system	main	epoch_us	scalar	BIGINT	temporal	TIME WITH TIME ZONE			false	true	Extract the epoch component in microseconds from a temporal type	855
system	main	epoch_us	scalar	BIGINT	temporal	TIMESTAMP WITH TIME ZONE			false	true	Extract the epoch component in microseconds from a temporal type	855
system	main	equi_width_bins	scalar	ANY[]	min|max|bin_count|nice_rounding	BIGINT|BIGINT|BIGINT|BOOLEAN			false	true	Generates bin_count equi-width bins between the min and max. If enabled nice_rounding makes the numbers more readable/less jagged	857
system	main	equi_width_bins	scalar	ANY[]	min|max|bin_count|nice_rounding	DOUBLE|DOUBLE|BIGINT|BOOLEAN			false	true	Generates bin_count equi-width bins between the min and max. If enabled nice_rounding makes the numbers more readable/less jagged	857
system	main	equi_width_bins	scalar	ANY[]	min|max|bin_count|nice_rounding	TIMESTAMP|TIMESTAMP|BIGINT|BOOLEAN			false	true	Generates bin_count equi-width bins between the min and max. If enabled nice_rounding makes the numbers more readable/less jagged	857
system	main	equi_width_bins	scalar	ANY[]	min|max|bin_count|nice_rounding	ANY|ANY|BIGINT|BOOLEAN			false	true	Generates bin_count equi-width bins between the min and max. If enabled nice_rounding makes the numbers more readable/less jagged	857
system	main	era	scalar	BIGINT	ts	DATE			false	true	Extract the era component from a date or timestamp	1893
system	main	era	scalar	BIGINT	ts	INTERVAL			false	true	Extract the era component from a date or timestamp	1893
system	main	era	scalar	BIGINT	ts	TIMESTAMP			false	true	Extract the era component from a date or timestamp	1893
system	main	era	scalar	BIGINT	ts	TIMESTAMP WITH TIME ZONE			false	true	Extract the era component from a date or timestamp	1893
system	main	error	scalar	"NULL"	message	VARCHAR			true	true	Throws the given error message	434
system	main	even	scalar	DOUBLE	x	DOUBLE			false	true	Rounds x to next even number by rounding away from zero	860
system	main	exp	scalar	DOUBLE	x	DOUBLE			false	true	Computes e to the power of x	862
system	main	extension_versions	pragma							true		154
system	main	factorial	scalar	HUGEINT	x	INTEGER			false	true	Factorial of x. Computes the product of the current integer and all integers below it	864
system	main	favg	aggregate	DOUBLE	x	DOUBLE			false	true	Calculates the average using a more accurate floating point summation (Kahan Sum)	866
system	main	fdiv	macro		x|y			floor((x / y))		true		2067
system	main	fill	aggregate	T	col0	T			false	true		0
system	main	filter	scalar	ANY[]	list|lambda(x)	ANY[]|LAMBDA			false	true	Constructs a list from those elements of the input `list` for which the `lambda` function returns `true`. DuckDB must be able to cast the `lambda` function's return type to `BOOL`. The return type of `list_filter` is the same as the input list's.	868
system	main	finalize	scalar	INVALID	col0	AGGREGATE_STATE<?>			false	true		436
system	main	first	aggregate	T	col0	T			false	true		0
system	main	first	aggregate	DECIMAL	arg	DECIMAL			false	true	Returns the first value (NULL or non-NULL) from arg. This function is affected by ordering.	438
system	main	first	aggregate	ANY	arg	ANY			false	true	Returns the first value (NULL or non-NULL) from arg. This function is affected by ordering.	438
system	main	first_value	aggregate	T	col0	T			false	true		0
system	main	flatten	scalar	T[]	nested_list	T[][]			false	true	Flattens a nested list by one level.	870
system	main	floor	scalar	FLOAT	x	FLOAT			false	true	Rounds the number down	872
system	main	floor	scalar	DOUBLE	x	DOUBLE			false	true	Rounds the number down	872
system	main	floor	scalar	DECIMAL	x	DECIMAL			false	true	Rounds the number down	872
system	main	fmod	macro		x|y			(x - (y * floor((x / y))))		true		2068
system	main	force_checkpoint	table							true		104
system	main	force_checkpoint	table		col0	VARCHAR				true		104
system	main	force_checkpoint	pragma							true		206
system	main	format	scalar	VARCHAR	format	VARCHAR	ANY		false	true	Formats a string using the fmt syntax.	874
system	main	formatReadableDecimalSize	scalar	VARCHAR	integer	BIGINT			false	true	Converts `integer` to a human-readable representation using units based on powers of 10 (KB, MB, GB, etc.).	876
system	main	formatReadableSize	scalar	VARCHAR	integer	BIGINT			false	true	Converts `integer` to a human-readable representation using units based on powers of 2 (KiB, MiB, GiB, etc.).	878
system	main	format_bytes	scalar	VARCHAR	integer	BIGINT			false	true	Converts `integer` to a human-readable representation using units based on powers of 2 (KiB, MiB, GiB, etc.).	880
system	pg_catalog	format_pg_type	macro		logical_type|type_name			CASE  WHEN ((upper(logical_type) = 'FLOAT')) THEN ('float4') WHEN ((upper(logical_type) = 'DOUBLE')) THEN ('float8') WHEN ((upper(logical_type) = 'DECIMAL')) THEN ('numeric') WHEN ((upper(logical_type) = 'ENUM')) THEN (lower(type_name)) WHEN ((upper(logical_type) = 'VARCHAR')) THEN ('varchar') WHEN ((upper(logical_type) = 'BLOB')) THEN ('bytea') WHEN ((upper(logical_type) = 'TIMESTAMP')) THEN ('timestamp') WHEN ((upper(logical_type) = 'TIME')) THEN ('time') WHEN ((upper(logical_type) = 'TIMESTAMP WITH TIME ZONE')) THEN ('timestamptz') WHEN ((upper(logical_type) = 'TIME WITH TIME ZONE')) THEN ('timetz') WHEN ((upper(logical_type) = 'SMALLINT')) THEN ('int2') WHEN ((upper(logical_type) = 'INTEGER')) THEN ('int4') WHEN ((upper(logical_type) = 'BIGINT')) THEN ('int8') WHEN ((upper(logical_type) = 'BOOLEAN')) THEN ('bool') ELSE lower(logical_type) END		true		2145
system	pg_catalog	format_type	macro		type_oid|typemod			((SELECT format_pg_type(logical_type, type_name) FROM duckdb_types() AS t WHERE (t.type_oid = type_oid)) || CASE  WHEN ((typemod > 0)) THEN (concat('(', (typemod // 1000), ',', (typemod % 1000), ')')) ELSE '' END)		true		2146
system	main	from_base64	scalar	BLOB	string	VARCHAR			false	true	Converts a base64 encoded `string` to a character string (`BLOB`).	882
system	main	from_binary	scalar	BLOB	value	VARCHAR			false	true	Converts a `value` from binary representation to a blob.	884
system	main	from_hex	scalar	BLOB	value	VARCHAR			false	true	Converts a `value` from hexadecimal representation to a blob.	886
system	main	from_json	scalar	ANY	col0|col1	VARCHAR|VARCHAR			false	true		1978
system	main	from_json	scalar	ANY	col0|col1	JSON|VARCHAR			false	true		1978
system	main	from_json_strict	scalar	ANY	col0|col1	VARCHAR|VARCHAR			false	true		1982
system	main	from_json_strict	scalar	ANY	col0|col1	JSON|VARCHAR			false	true		1982
system	main	fsum	aggregate	DOUBLE	arg	DOUBLE			false	true	Calculates the sum using a more accurate floating point summation (Kahan Sum).	888
system	main	functions	pragma							true		160
system	main	gamma	scalar	DOUBLE	x	DOUBLE			false	true	Interpolation of (x-1) factorial (so decimal inputs are allowed)	890
system	main	gcd	scalar	BIGINT	x|y	BIGINT|BIGINT			false	true	Computes the greatest common divisor of x and y	892
system	main	gcd	scalar	HUGEINT	x|y	HUGEINT|HUGEINT			false	true	Computes the greatest common divisor of x and y	892
system	main	gen_random_uuid	scalar	UUID					true	true	Returns a random UUID v4 similar to this: eeccb8c5-9943-b2bb-bb5e-222f4e14b687	894
system	main	generate_series	table		col0	BIGINT				true		1934
system	main	generate_series	table		col0|col1	BIGINT|BIGINT				true		1934
system	main	generate_series	table		col0|col1|col2	BIGINT|BIGINT|BIGINT				true		1934
system	main	generate_series	table		col0|col1|col2	TIMESTAMP|TIMESTAMP|INTERVAL				true		1934
system	main	generate_series	table		col0|col1|col2	TIMESTAMP WITH TIME ZONE|TIMESTAMP WITH TIME ZONE|INTERVAL				true		1934
system	main	generate_series	scalar	BIGINT[]	start	BIGINT			false	true	Creates a list of values between `start` and `stop` - the stop parameter is inclusive.	1936
system	main	generate_series	scalar	BIGINT[]	start|stop	BIGINT|BIGINT			false	true	Creates a list of values between `start` and `stop` - the stop parameter is inclusive.	1936
system	main	generate_series	scalar	BIGINT[]	start|stop|step	BIGINT|BIGINT|BIGINT			false	true	Creates a list of values between `start` and `stop` - the stop parameter is inclusive.	1936
system	main	generate_series	scalar	TIMESTAMP[]	start|stop|step	TIMESTAMP|TIMESTAMP|INTERVAL			false	true	Creates a list of values between `start` and `stop` - the stop parameter is inclusive.	1936
system	main	generate_series	scalar	TIMESTAMP WITH TIME ZONE[]	start|stop|step	TIMESTAMP WITH TIME ZONE|TIMESTAMP WITH TIME ZONE|INTERVAL			false	true	Creates a list of values between `start` and `stop` - the stop parameter is inclusive.	1936
system	main	generate_subscripts	macro		arr|dim			unnest(generate_series(1, array_length(arr, dim)))		true		2066
system	main	geomean	macro		x			exp(avg(ln(x)))		true		2070
system	main	geometric_mean	macro		x			geomean(x)		true		2071
system	main	get_bit	scalar	INTEGER	bitstring|index	BIT|INTEGER			false	true	Extracts the nth bit from bitstring; the first (leftmost) bit is indexed 0	897
system	main	get_block_size	macro		db_name			(SELECT block_size FROM pragma_database_size() WHERE (database_name = db_name))		true		2111
system	main	get_current_time	scalar	TIME WITH TIME ZONE					false	true		1884
system	main	get_current_timestamp	scalar	TIMESTAMP WITH TIME ZONE					false	true	Returns the current timestamp	899
system	main	get_type	scalar	TYPE	expression	ANY			false	true	Returns the type of the result of the expression	901
system	main	getvariable	scalar	ANY	col0	VARCHAR			false	true		440
system	main	glob	table		col0	VARCHAR				true		106
system	main	glob	table		col0	VARCHAR[]				true		106
system	main	grade_up	scalar	ANY[]	list	ANY[]			false	true	Works like list_sort, but the results are the indexes that correspond to the position in the original list instead of the actual values.	903
system	main	grade_up	scalar	ANY[]	list|col1	ANY[]|VARCHAR			false	true	Works like list_sort, but the results are the indexes that correspond to the position in the original list instead of the actual values.	903
system	main	grade_up	scalar	ANY[]	list|col1|col2	ANY[]|VARCHAR|VARCHAR			false	true	Works like list_sort, but the results are the indexes that correspond to the position in the original list instead of the actual values.	903
system	main	greatest	scalar	ANY	arg1	ANY	ANY		false	true	Returns the largest value. For strings lexicographical ordering is used. Note that lowercase characters are considered “larger” than uppercase characters and collations are not supported.	905
system	main	greatest_common_divisor	scalar	BIGINT	x|y	BIGINT|BIGINT			false	true	Computes the greatest common divisor of x and y	907
system	main	greatest_common_divisor	scalar	HUGEINT	x|y	HUGEINT|HUGEINT			false	true	Computes the greatest common divisor of x and y	907
system	main	group_concat	aggregate	VARCHAR	str	ANY			false	true	Concatenates the column string values with an optional separator.	909
system	main	group_concat	aggregate	VARCHAR	str|arg	ANY|VARCHAR			false	true	Concatenates the column string values with an optional separator.	909
system	main	hamming	scalar	BIGINT	s1|s2	VARCHAR|VARCHAR			false	true	The Hamming distance between to strings, i.e., the number of positions with different characters for two strings of equal length. Strings must be of equal length. Characters of different cases (e.g., `a` and `A`) are considered different.	911
system	pg_catalog	has_any_column_privilege	macro		table|privilege			CAST('t' AS BOOLEAN)		true		2131
system	pg_catalog	has_any_column_privilege	macro		user|table|privilege			CAST('t' AS BOOLEAN)		true		2131
system	pg_catalog	has_column_privilege	macro		table|column|privilege			CAST('t' AS BOOLEAN)		true		2132
system	pg_catalog	has_column_privilege	macro		user|table|column|privilege			CAST('t' AS BOOLEAN)		true		2132
system	pg_catalog	has_database_privilege	macro		user|database|privilege			CAST('t' AS BOOLEAN)		true		2133
system	pg_catalog	has_database_privilege	macro		database|privilege			CAST('t' AS BOOLEAN)		true		2133
system	pg_catalog	has_foreign_data_wrapper_privilege	macro		user|fdw|privilege			CAST('t' AS BOOLEAN)		true		2134
system	pg_catalog	has_foreign_data_wrapper_privilege	macro		fdw|privilege			CAST('t' AS BOOLEAN)		true		2134
system	pg_catalog	has_function_privilege	macro		user|function|privilege			CAST('t' AS BOOLEAN)		true		2135
system	pg_catalog	has_function_privilege	macro		function|privilege			CAST('t' AS BOOLEAN)		true		2135
