fqn	source	demand	corpusDefined	constraints	derived	stereotypes	taggedValues	defaults	escapes	file
meta::pure::runtime::PackageableRuntime	legend-engine	java	true	0	0	0	0	0		legend-engine/legend-engine-core/legend-engine-core-pure/legend-engine-pure-code-compiled-core/src/main/resources/core/pure/runtime/runtimeExtension.pure
meta::pure::service::ServiceResult	legend-pure	platform	false	0	0	0	0	0		legend-pure/legend-pure-core/legend-pure-m3-core/src/main/resources/platform/pure/service.pure
meta::pure::store::RelationStoreAccessor	legend-pure	platform	false	0	0	0	0	0		legend-pure/legend-pure-dsl/legend-pure-dsl-store/legend-pure-m2-dsl-store-pure/src/main/resources/platform_dsl_store/grammar/store.pure
meta::pure::store::Store	legend-pure	java	false	0	0	0	0	0		legend-pure/legend-pure-dsl/legend-pure-dsl-store/legend-pure-m2-dsl-store-pure/src/main/resources/platform_dsl_store/grammar/store.pure
meta::pure::store::StoreContract	legend-engine	closure	true	0	1	0	0	1		legend-engine/legend-engine-core/legend-engine-core-pure/legend-engine-pure-code-compiled-core/src/main/resources/core/pure/store/storeContract.pure
meta::pure::store::set::Namespace	legend-pure	platform	false	0	0	0	0	0		legend-pure/legend-pure-dsl/legend-pure-dsl-store/legend-pure-m2-dsl-store-pure/src/main/resources/platform_dsl_store/grammar/store.pure
meta::pure::store::set::SetBasedStore	legend-pure	platform	false	0	0	0	0	0		legend-pure/legend-pure-dsl/legend-pure-dsl-store/legend-pure-m2-dsl-store-pure/src/main/resources/platform_dsl_store/grammar/store.pure
meta::pure::store::set::SetColumn	legend-pure	platform	false	0	0	0	0	0		legend-pure/legend-pure-dsl/legend-pure-dsl-store/legend-pure-m2-dsl-store-pure/src/main/resources/platform_dsl_store/grammar/store.pure
meta::pure::store::set::SetRelation	legend-pure	platform	false	0	0	0	0	0		legend-pure/legend-pure-dsl/legend-pure-dsl-store/legend-pure-m2-dsl-store-pure/src/main/resources/platform_dsl_store/grammar/store.pure
meta::pure::tds::BasicColumnSpecification	legend-engine	java	false	0	0	0	1	0		legend-engine/legend-engine-core/legend-engine-core-pure/legend-engine-pure-code-compiled-core/src/main/resources/core/pure/tds/tds.pure
meta::pure::tds::ColumnSpecification	legend-engine	java	true	0	0	0	0	0		legend-engine/legend-engine-core/legend-engine-core-pure/legend-engine-pure-code-compiled-core/src/main/resources/core/pure/tds/tds.pure
meta::pure::tds::OlapOperation	legend-engine	closure	true	0	0	0	0	0		legend-engine/legend-engine-core/legend-engine-core-pure/legend-engine-pure-code-compiled-core/src/main/resources/core/pure/tds/tds.pure
meta::pure::tds::TDSColumn	legend-engine	java	true	0	1	0	0	0		legend-engine/legend-engine-core/legend-engine-core-pure/legend-engine-pure-code-compiled-core/src/main/resources/core/pure/tds/tds.pure
meta::pure::tds::TDSNull	legend-engine	java	true	0	1	0	0	0		legend-engine/legend-engine-core/legend-engine-core-pure/legend-engine-pure-code-compiled-core/src/main/resources/core/pure/tds/tds.pure
meta::pure::tds::TDSRow	legend-engine	java	true	0	22	0	0	0		legend-engine/legend-engine-core/legend-engine-core-pure/legend-engine-pure-code-compiled-core/src/main/resources/core/pure/tds/tds.pure
meta::pure::tds::TabularDataSet	legend-engine	java	true	0	1	0	0	0		legend-engine/legend-engine-core/legend-engine-core-pure/legend-engine-pure-code-compiled-core/src/main/resources/core/pure/tds/tds.pure
meta::pure::tds::TdsOlapRank	legend-engine	java	true	0	0	0	0	0		legend-engine/legend-engine-core/legend-engine-core-pure/legend-engine-pure-code-compiled-core/src/main/resources/core/pure/tds/tds.pure
meta::pure::tds::schema::SchemaState	legend-engine	closure	true	1	10	0	0	0		legend-engine/legend-engine-core/legend-engine-core-pure/legend-engine-pure-code-compiled-core/src/main/resources/core/pure/tds/tdsSchema.pure
meta::pure::tds::toRelation::TdsToRelationExtension	legend-engine	closure	true	0	0	0	0	0		legend-engine/legend-engine-core/legend-engine-core-pure/legend-engine-pure-code-compiled-core/src/main/resources/core/pure/tds/relation/tdsToRelation.pure
meta::pure::test::pct::PCTManifest	legend-pure	java	false	0	0	0	0	0		legend-pure/legend-pure-core/legend-pure-m3-core/src/main/resources/platform/pure/essential/tests/pct_core.pure
meta::pure::test::surveyor::TestGroup	legend-pure	platform	false	0	0	0	0	0		legend-pure/legend-pure-core/legend-pure-m3-core/src/main/resources/platform/pure/essential/tests/surveyor.pure
meta::pure::test::surveyor::TestReport	legend-pure	platform	false	0	0	0	0	0		legend-pure/legend-pure-core/legend-pure-m3-core/src/main/resources/platform/pure/essential/tests/surveyor.pure
meta::pure::test::surveyor::TestResult	legend-pure	java	false	0	0	0	0	0		legend-pure/legend-pure-core/legend-pure-m3-core/src/main/resources/platform/pure/essential/tests/surveyor.pure
meta::pure::test::surveyor::TestStatus	legend-pure	platform	false	enum						legend-pure/legend-pure-core/legend-pure-m3-core/src/main/resources/platform/pure/essential/tests/surveyor.pure
meta::pure::tools::DebugContext	legend-pure	java	false	0	0	0	0	0		legend-pure/legend-pure-core/legend-pure-m3-core/src/main/resources/platform/pure/tools.pure
meta::pure::tools::GrammarInfoStub	legend-pure	platform	false	0	0	0	0	0		legend-pure/legend-pure-core/legend-pure-m3-core/src/main/resources/platform/pure/grammar/m3.pure
meta::relational::functions::pureToSqlQuery::metamodel::VarPlaceHolder	legend-engine	closure	true	0	0	0	0	0		legend-engine/legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-generation/legend-engine-xt-relationalStore-pure/legend-engine-xt-relationalStore-core-pure/src/main/resources/core_relational/relational/pureToSQLQuery/metamodel.pure
meta::relational::functions::sqlQueryToString::Config	legend-engine	closure	true	0	0	0	0	0		legend-engine/legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-generation/legend-engine-xt-relationalStore-pure/legend-engine-xt-relationalStore-core-pure/src/main/resources/core_relational/relational/sqlQueryToString/dbExtension.pure
meta::relational::functions::sqlQueryToString::DbConfig	legend-engine	java	true	0	31	0	0	0		legend-engine/legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-generation/legend-engine-xt-relationalStore-pure/legend-engine-xt-relationalStore-core-pure/src/main/resources/core_relational/relational/sqlQueryToString/dbExtension.pure
meta::relational::functions::sqlQueryToString::DbExtension	legend-engine	closure	true	0	0	0	0	0		legend-engine/legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-generation/legend-engine-xt-relationalStore-pure/legend-engine-xt-relationalStore-core-pure/src/main/resources/core_relational/relational/sqlQueryToString/dbExtension.pure
meta::relational::functions::sqlQueryToString::DynaFunctionToSql	legend-engine	closure	true	0	1	0	0	0		legend-engine/legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-generation/legend-engine-xt-relationalStore-pure/legend-engine-xt-relationalStore-core-pure/src/main/resources/core_relational/relational/sqlQueryToString/dbExtension.pure
meta::relational::functions::sqlQueryToString::Format	legend-engine	java	true	0	1	0	0	0		legend-engine/legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-generation/legend-engine-xt-relationalStore-pure/legend-engine-xt-relationalStore-core-pure/src/main/resources/core_relational/relational/sqlQueryToString/dbExtension.pure
meta::relational::functions::sqlQueryToString::GenerationSide	legend-engine	closure	true	enum						legend-engine/legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-generation/legend-engine-xt-relationalStore-pure/legend-engine-xt-relationalStore-core-pure/src/main/resources/core_relational/relational/sqlQueryToString/dbExtension.pure
meta::relational::functions::sqlQueryToString::GenerationState	legend-engine	closure	true	0	0	0	0	0		legend-engine/legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-generation/legend-engine-xt-relationalStore-pure/legend-engine-xt-relationalStore-core-pure/src/main/resources/core_relational/relational/sqlQueryToString/dbExtension.pure
meta::relational::functions::sqlQueryToString::LiteralProcessor	legend-engine	closure	true	0	2	0	0	0		legend-engine/legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-generation/legend-engine-xt-relationalStore-pure/legend-engine-xt-relationalStore-core-pure/src/main/resources/core_relational/relational/sqlQueryToString/dbExtension.pure
meta::relational::functions::sqlQueryToString::LiteralReplacement	legend-engine	closure	true	0	0	0	0	0		legend-engine/legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-generation/legend-engine-xt-relationalStore-pure/legend-engine-xt-relationalStore-core-pure/src/main/resources/core_relational/relational/sqlQueryToString/dbExtension.pure
meta::relational::functions::sqlQueryToString::RelationalDDLCommandsTranslator	legend-engine	closure	true	0	0	0	0	0		legend-engine/legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-generation/legend-engine-xt-relationalStore-pure/legend-engine-xt-relationalStore-core-pure/src/main/resources/core_relational/relational/sqlQueryToString/dbExtension.pure
meta::relational::functions::sqlQueryToString::SqlGenerationContext	legend-engine	closure	true	0	0	0	0	0		legend-engine/legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-generation/legend-engine-xt-relationalStore-pure/legend-engine-xt-relationalStore-core-pure/src/main/resources/core_relational/relational/sqlQueryToString/dbExtension.pure
meta::relational::functions::sqlQueryToString::ToSql	legend-engine	closure	true	1	0	0	0	0		legend-engine/legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-generation/legend-engine-xt-relationalStore-pure/legend-engine-xt-relationalStore-core-pure/src/main/resources/core_relational/relational/sqlQueryToString/dbExtension.pure
meta::relational::functions::sqlstring::SQLResult	legend-engine	java	true	0	1	0	0	0		legend-engine/legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-generation/legend-engine-xt-relationalStore-pure/legend-engine-xt-relationalStore-core-pure/src/main/resources/core_relational/relational/transform/fromPure/toSQLString.pure
meta::relational::mapping::ColumnMapping	legend-pure	java	false	0	0	0	0	0		legend-pure/legend-pure-store/legend-pure-store-relational/legend-pure-m2-store-relational-pure/src/main/resources/platform_store_relational/grammar/relational.pure
meta::relational::mapping::EmbeddedRelationalInstanceSetImplementation	legend-pure	platform	false	0	0	0	0	0		legend-pure/legend-pure-store/legend-pure-store-relational/legend-pure-m2-store-relational-pure/src/main/resources/platform_store_relational/grammar/relationalMapping.pure
meta::relational::mapping::FilterMapping	legend-pure	platform	false	0	0	0	0	0		legend-pure/legend-pure-store/legend-pure-store-relational/legend-pure-m2-store-relational-pure/src/main/resources/platform_store_relational/grammar/relationalMapping.pure
meta::relational::mapping::GroupByMapping	legend-pure	java	false	0	0	0	0	0		legend-pure/legend-pure-store/legend-pure-store-relational/legend-pure-m2-store-relational-pure/src/main/resources/platform_store_relational/grammar/relationalMapping.pure
meta::relational::mapping::InlineEmbeddedRelationalInstanceSetImplementation	legend-pure	platform	false	0	0	0	0	0		legend-pure/legend-pure-store/legend-pure-store-relational/legend-pure-m2-store-relational-pure/src/main/resources/platform_store_relational/grammar/relationalMapping.pure
meta::relational::mapping::OtherwiseEmbeddedRelationalInstanceSetImplementation	legend-pure	platform	false	0	0	0	0	0		legend-pure/legend-pure-store/legend-pure-store-relational/legend-pure-m2-store-relational-pure/src/main/resources/platform_store_relational/grammar/relationalMapping.pure
meta::relational::mapping::PreAndFinallyExecutionSQLQuery	legend-engine	closure	true	1	0	0	0	0		legend-engine/legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-generation/legend-engine-xt-relationalStore-pure/legend-engine-xt-relationalStore-core-pure/src/main/resources/core_relational/relational/postprocessor/defaultPostProcessor/dbSpecificProcessor.pure
meta::relational::mapping::QueryMetadata	legend-engine	closure	true	0	0	0	0	0		legend-engine/legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-generation/legend-engine-xt-relationalStore-pure/legend-engine-xt-relationalStore-core-pure/src/main/resources/core_relational/relational/executionPlan/executionPlan.pure
meta::relational::mapping::RelationalActivity	legend-pure	java	false	0	0	0	0	0		legend-pure/legend-pure-store/legend-pure-store-relational/legend-pure-m2-store-relational-pure/src/main/resources/platform_store_relational/functions.pure
meta::relational::mapping::RelationalAssociationImplementation	legend-pure	platform	false	0	0	0	0	0		legend-pure/legend-pure-store/legend-pure-store-relational/legend-pure-m2-store-relational-pure/src/main/resources/platform_store_relational/grammar/relationalMapping.pure
meta::relational::mapping::RelationalInstanceSetImplementation	legend-pure	platform	false	0	0	0	0	0		legend-pure/legend-pure-store/legend-pure-store-relational/legend-pure-m2-store-relational-pure/src/main/resources/platform_store_relational/grammar/relationalMapping.pure
meta::relational::mapping::RelationalInstantiationExecutionNode	legend-engine	java	true	0	0	0	0	0		legend-engine/legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-generation/legend-engine-xt-relationalStore-pure/legend-engine-xt-relationalStore-core-pure/src/main/resources/core_relational/relational/executionPlan/executionPlan.pure
meta::relational::mapping::RelationalPropertyMapping	legend-pure	java	false	0	0	0	0	0		legend-pure/legend-pure-store/legend-pure-store-relational/legend-pure-m2-store-relational-pure/src/main/resources/platform_store_relational/grammar/relationalMapping.pure
meta::relational::mapping::RootRelationalInstanceSetImplementation	legend-pure	java	false	0	0	0	0	0		legend-pure/legend-pure-store/legend-pure-store-relational/legend-pure-m2-store-relational-pure/src/main/resources/platform_store_relational/grammar/relationalMapping.pure
meta::relational::mapping::SQLExecutionNode	legend-engine	java	true	0	0	0	0	0		legend-engine/legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-generation/legend-engine-xt-relationalStore-pure/legend-engine-xt-relationalStore-core-pure/src/main/resources/core_relational/relational/executionPlan/executionPlan.pure
meta::relational::mapping::SQLResultColumn	legend-engine	closure	true	0	0	0	0	0		legend-engine/legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-generation/legend-engine-xt-relationalStore-pure/legend-engine-xt-relationalStore-core-pure/src/main/resources/core_relational/relational/executionPlan/executionPlan.pure
meta::relational::mapping::SemiStructuredEmbeddedRelationalInstanceSetImplementation	legend-pure	platform	false	0	0	0	0	0		legend-pure/legend-pure-store/legend-pure-store-relational/legend-pure-m2-store-relational-pure/src/main/resources/platform_store_relational/grammar/relationalMapping.pure
meta::relational::mapping::SemiStructuredRelationalPropertyMapping	legend-pure	platform	false	0	0	0	0	0		legend-pure/legend-pure-store/legend-pure-store-relational/legend-pure-m2-store-relational-pure/src/main/resources/platform_store_relational/grammar/relationalMapping.pure
meta::relational::metamodel::Alias	legend-pure	platform	false	0	0	0	0	0		legend-pure/legend-pure-store/legend-pure-store-relational/legend-pure-m2-store-relational-pure/src/main/resources/platform_store_relational/grammar/relational.pure
meta::relational::metamodel::ColumnName	legend-pure	platform	false	0	0	0	0	0		legend-pure/legend-pure-store/legend-pure-store-relational/legend-pure-m2-store-relational-pure/src/main/resources/platform_store_relational/grammar/relational.pure
meta::relational::metamodel::CommitQuery	legend-engine	closure	true	0	0	0	0	0		legend-engine/legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-generation/legend-engine-xt-relationalStore-pure/legend-engine-xt-relationalStore-core-pure/src/main/resources/core_relational/relational/metamodel/metamodel.pure
meta::relational::metamodel::CreateFunctionSQL	legend-engine	closure	true	0	0	0	0	0		legend-engine/legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-generation/legend-engine-xt-relationalStore-pure/legend-engine-xt-relationalStore-core-pure/src/main/resources/core_relational/relational/metamodel/metamodel.pure
meta::relational::metamodel::CreatePipelineSQL	legend-engine	closure	true	0	0	0	0	0		legend-engine/legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-generation/legend-engine-xt-relationalStore-pure/legend-engine-xt-relationalStore-core-pure/src/main/resources/core_relational/relational/metamodel/metamodel.pure
meta::relational::metamodel::CreateProcedureSQL	legend-engine	closure	true	0	0	0	0	0		legend-engine/legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-generation/legend-engine-xt-relationalStore-pure/legend-engine-xt-relationalStore-core-pure/src/main/resources/core_relational/relational/metamodel/metamodel.pure
meta::relational::metamodel::CreateSchemaSQL	legend-engine	closure	true	0	0	0	0	0		legend-engine/legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-generation/legend-engine-xt-relationalStore-pure/legend-engine-xt-relationalStore-core-pure/src/main/resources/core_relational/relational/metamodel/metamodel.pure
meta::relational::metamodel::CreateTableSQL	legend-engine	closure	true	0	0	0	0	0		legend-engine/legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-generation/legend-engine-xt-relationalStore-pure/legend-engine-xt-relationalStore-core-pure/src/main/resources/core_relational/relational/metamodel/metamodel.pure
meta::relational::metamodel::CreateViewSQL	legend-engine	closure	true	0	0	0	0	0		legend-engine/legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-generation/legend-engine-xt-relationalStore-pure/legend-engine-xt-relationalStore-core-pure/src/main/resources/core_relational/relational/metamodel/metamodel.pure
meta::relational::metamodel::DataTypeInfo	legend-pure	platform	false	0	0	0	0	0		legend-pure/legend-pure-store/legend-pure-store-relational/legend-pure-m2-store-relational-pure/src/main/resources/platform_store_relational/grammar/relational.pure
meta::relational::metamodel::DatabaseMapper	legend-engine	closure	true	0	0	0	0	0		legend-engine/legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-generation/legend-engine-xt-relationalStore-pure/legend-engine-xt-relationalStore-core-pure/src/main/resources/core_relational/relational/metamodel/metamodel.pure
meta::relational::metamodel::DropSchemaSQL	legend-engine	closure	true	0	0	0	0	0		legend-engine/legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-generation/legend-engine-xt-relationalStore-pure/legend-engine-xt-relationalStore-core-pure/src/main/resources/core_relational/relational/metamodel/metamodel.pure
meta::relational::metamodel::DropTableSQL	legend-engine	closure	true	0	0	0	0	0		legend-engine/legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-generation/legend-engine-xt-relationalStore-pure/legend-engine-xt-relationalStore-core-pure/src/main/resources/core_relational/relational/metamodel/metamodel.pure
meta::relational::metamodel::DynaFunction	legend-pure	java	false	0	0	0	0	0		legend-pure/legend-pure-store/legend-pure-store-relational/legend-pure-m2-store-relational-pure/src/main/resources/platform_store_relational/grammar/relational.pure
meta::relational::metamodel::Filter	legend-pure	java	false	0	0	0	0	0		legend-pure/legend-pure-store/legend-pure-store-relational/legend-pure-m2-store-relational-pure/src/main/resources/platform_store_relational/grammar/relational.pure
meta::relational::metamodel::Frame	legend-pure	platform	false	0	0	0	0	0		legend-pure/legend-pure-store/legend-pure-store-relational/legend-pure-m2-store-relational-pure/src/main/resources/platform_store_relational/grammar/relational.pure
meta::relational::metamodel::FrameCurrentRowValue	legend-pure	platform	false	0	0	0	0	0		legend-pure/legend-pure-store/legend-pure-store-relational/legend-pure-m2-store-relational-pure/src/main/resources/platform_store_relational/grammar/relational.pure
meta::relational::metamodel::FrameIntervalValue	legend-pure	platform	false	0	0	0	0	0		legend-pure/legend-pure-store/legend-pure-store-relational/legend-pure-m2-store-relational-pure/src/main/resources/platform_store_relational/grammar/relational.pure
meta::relational::metamodel::FrameLiteralValue	legend-pure	platform	false	0	0	0	0	0		legend-pure/legend-pure-store/legend-pure-store-relational/legend-pure-m2-store-relational-pure/src/main/resources/platform_store_relational/grammar/relational.pure
meta::relational::metamodel::FrameType	legend-pure	platform	false	enum						legend-pure/legend-pure-store/legend-pure-store-relational/legend-pure-m2-store-relational-pure/src/main/resources/platform_store_relational/grammar/relational.pure
meta::relational::metamodel::FrameValue	legend-pure	platform	false	0	0	1	0	0		legend-pure/legend-pure-store/legend-pure-store-relational/legend-pure-m2-store-relational-pure/src/main/resources/platform_store_relational/grammar/relational.pure
meta::relational::metamodel::FrameValueDirection	legend-pure	platform	false	enum						legend-pure/legend-pure-store/legend-pure-store-relational/legend-pure-m2-store-relational-pure/src/main/resources/platform_store_relational/grammar/relational.pure
meta::relational::metamodel::Literal	legend-pure	java	false	0	0	0	0	0		legend-pure/legend-pure-store/legend-pure-store-relational/legend-pure-m2-store-relational-pure/src/main/resources/platform_store_relational/grammar/relational.pure
meta::relational::metamodel::LiteralList	legend-pure	java	false	0	0	0	0	0		legend-pure/legend-pure-store/legend-pure-store-relational/legend-pure-m2-store-relational-pure/src/main/resources/platform_store_relational/grammar/relational.pure
meta::relational::metamodel::LoadTableSQL	legend-engine	closure	true	1	0	0	0	0		legend-engine/legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-generation/legend-engine-xt-relationalStore-pure/legend-engine-xt-relationalStore-core-pure/src/main/resources/core_relational/relational/metamodel/metamodel.pure
meta::relational::metamodel::MultiGrainFilter	legend-pure	platform	false	0	0	0	1	0		legend-pure/legend-pure-store/legend-pure-store-relational/legend-pure-m2-store-relational-pure/src/main/resources/platform_store_relational/grammar/relational.pure
meta::relational::metamodel::ObjectQuery	legend-engine	closure	true	0	0	0	0	2		legend-engine/legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-generation/legend-engine-xt-relationalStore-pure/legend-engine-xt-relationalStore-core-pure/src/main/resources/core_relational/relational/metamodel/metamodel.pure
meta::relational::metamodel::OrderBy	legend-pure	platform	false	0	0	0	0	0		legend-pure/legend-pure-store/legend-pure-store-relational/legend-pure-m2-store-relational-pure/src/main/resources/platform_store_relational/grammar/relational.pure
meta::relational::metamodel::ParameterizedQuery	legend-engine	closure	true	0	0	0	0	0		legend-engine/legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-generation/legend-engine-xt-relationalStore-pure/legend-engine-xt-relationalStore-core-pure/src/main/resources/core_relational/relational/metamodel/metamodel.pure
meta::relational::metamodel::PathInformation	legend-pure	platform	false	0	0	0	0	0		legend-pure/legend-pure-store/legend-pure-store-relational/legend-pure-m2-store-relational-pure/src/main/resources/platform_store_relational/grammar/relational.pure
meta::relational::metamodel::Pivot	legend-pure	platform	false	0	0	0	0	0		legend-pure/legend-pure-store/legend-pure-store-relational/legend-pure-m2-store-relational-pure/src/main/resources/platform_store_relational/grammar/relational.pure
meta::relational::metamodel::RelationalLambda	legend-engine	closure	true	0	0	1	0	0		legend-engine/legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-generation/legend-engine-xt-relationalStore-pure/legend-engine-xt-relationalStore-core-pure/src/main/resources/core_relational/relational/pureToSQLQuery/metamodel.pure
meta::relational::metamodel::RelationalLambdaParameter	legend-engine	closure	true	0	0	0	0	0		legend-engine/legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-generation/legend-engine-xt-relationalStore-pure/legend-engine-xt-relationalStore-core-pure/src/main/resources/core_relational/relational/pureToSQLQuery/metamodel.pure
meta::relational::metamodel::RelationalMapper	legend-engine	closure	true	0	0	0	0	0		legend-engine/legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-generation/legend-engine-xt-relationalStore-pure/legend-engine-xt-relationalStore-core-pure/src/main/resources/core_relational/relational/metamodel/metamodel.pure
meta::relational::metamodel::RelationalMappingSpecification	legend-pure	java	false	0	0	0	0	0		legend-pure/legend-pure-store/legend-pure-store-relational/legend-pure-m2-store-relational-pure/src/main/resources/platform_store_relational/grammar/relational.pure
meta::relational::metamodel::RelationalOperationElement	legend-pure	java	false	0	0	0	0	0		legend-pure/legend-pure-store/legend-pure-store-relational/legend-pure-m2-store-relational-pure/src/main/resources/platform_store_relational/grammar/relational.pure
meta::relational::metamodel::RelationalOperationElementWithJoin	legend-pure	java	false	0	0	0	0	0		legend-pure/legend-pure-store/legend-pure-store-relational/legend-pure-m2-store-relational-pure/src/main/resources/platform_store_relational/grammar/relational.pure
meta::relational::metamodel::RelationalTds	legend-pure	platform	false	0	0	0	0	0		legend-pure/legend-pure-store/legend-pure-store-relational/legend-pure-m2-store-relational-pure/src/main/resources/platform_store_relational/grammar/relational.pure
meta::relational::metamodel::SQLNull	legend-pure	java	false	0	1	0	0	0		legend-pure/legend-pure-store/legend-pure-store-relational/legend-pure-m2-store-relational-pure/src/main/resources/platform_store_relational/grammar/relational.pure
meta::relational::metamodel::SQLParameter	legend-engine	closure	true	0	0	0	0	0		legend-engine/legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-generation/legend-engine-xt-relationalStore-pure/legend-engine-xt-relationalStore-core-pure/src/main/resources/core_relational/relational/metamodel/metamodel.pure
meta::relational::metamodel::SQLQuery	legend-pure	platform	false	0	0	0	0	0		legend-pure/legend-pure-store/legend-pure-store-relational/legend-pure-m2-store-relational-pure/src/main/resources/platform_store_relational/grammar/relational.pure
meta::relational::metamodel::Schema	legend-pure	java	false	0	0	0	0	0		legend-pure/legend-pure-store/legend-pure-store-relational/legend-pure-m2-store-relational-pure/src/main/resources/platform_store_relational/grammar/relational.pure
meta::relational::metamodel::SchemaMapper	legend-engine	closure	true	0	0	0	0	0		legend-engine/legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-generation/legend-engine-xt-relationalStore-pure/legend-engine-xt-relationalStore-core-pure/src/main/resources/core_relational/relational/metamodel/metamodel.pure
meta::relational::metamodel::SortByInfo	legend-pure	platform	false	0	0	0	0	0		legend-pure/legend-pure-store/legend-pure-store-relational/legend-pure-m2-store-relational-pure/src/main/resources/platform_store_relational/grammar/relational.pure
meta::relational::metamodel::TableAlias	legend-pure	java	false	0	1	0	0	0		legend-pure/legend-pure-store/legend-pure-store-relational/legend-pure-m2-store-relational-pure/src/main/resources/platform_store_relational/grammar/relational.pure
meta::relational::metamodel::TableAliasColumn	legend-pure	java	false	0	0	0	0	0		legend-pure/legend-pure-store/legend-pure-store-relational/legend-pure-m2-store-relational-pure/src/main/resources/platform_store_relational/grammar/relational.pure
meta::relational::metamodel::TableMapper	legend-engine	closure	true	0	0	0	0	0		legend-engine/legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-generation/legend-engine-xt-relationalStore-pure/legend-engine-xt-relationalStore-core-pure/src/main/resources/core_relational/relational/metamodel/metamodel.pure
meta::relational::metamodel::UnboundedFrameValue	legend-pure	platform	false	0	0	0	0	0		legend-pure/legend-pure-store/legend-pure-store-relational/legend-pure-m2-store-relational-pure/src/main/resources/platform_store_relational/grammar/relational.pure
meta::relational::metamodel::UpsertSQLQuery	legend-engine	closure	true	0	0	0	0	0		legend-engine/legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-generation/legend-engine-xt-relationalStore-pure/legend-engine-xt-relationalStore-core-pure/src/main/resources/core_relational/relational/metamodel/metamodel.pure
meta::relational::metamodel::VariableDeclaration	legend-engine	closure	true	0	0	0	0	0		legend-engine/legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-generation/legend-engine-xt-relationalStore-pure/legend-engine-xt-relationalStore-core-pure/src/main/resources/core_relational/relational/metamodel/metamodel.pure
meta::relational::metamodel::Window	legend-pure	platform	false	0	0	0	0	0		legend-pure/legend-pure-store/legend-pure-store-relational/legend-pure-m2-store-relational-pure/src/main/resources/platform_store_relational/grammar/relational.pure
meta::relational::metamodel::WindowColumn	legend-pure	platform	false	0	0	0	0	0		legend-pure/legend-pure-store/legend-pure-store-relational/legend-pure-m2-store-relational-pure/src/main/resources/platform_store_relational/grammar/relational.pure
meta::relational::metamodel::data::RelationalCSVData	legend-engine	java	true	0	0	0	0	0		legend-engine/legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-generation/legend-engine-xt-relationalStore-pure/legend-engine-xt-relationalStore-core-pure/src/main/resources/core_relational/relational/metamodel/test/relationalTest.pure
meta::relational::metamodel::data::RelationalCSVTable	legend-engine	java	true	0	0	0	0	0		legend-engine/legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-generation/legend-engine-xt-relationalStore-pure/legend-engine-xt-relationalStore-core-pure/src/main/resources/core_relational/relational/metamodel/test/relationalTest.pure
meta::relational::metamodel::datatype::Array	legend-pure	java	false	0	0	0	0	0		legend-pure/legend-pure-store/legend-pure-store-relational/legend-pure-m2-store-relational-pure/src/main/resources/platform_store_relational/grammar/relational.pure
meta::relational::metamodel::datatype::BigInt	legend-pure	java	false	0	0	0	0	0		legend-pure/legend-pure-store/legend-pure-store-relational/legend-pure-m2-store-relational-pure/src/main/resources/platform_store_relational/grammar/relational.pure
